score,cleaned_content,sentiment_before,sentiment_after
1,balikin chatnya tolong,negatif,positif
1,seru bikin gabut neg,negatif,positif
5,ada neg apdet,positif,negatif
5,semenjak update kmrn crash mulu dah,positif,negatif
2,suka update teruss,negatif,positif
1,roblox seru neg kayak seru banget tuju dukung,negatif,positif
3,game bocil oke,netral,positif
3,want verify changing the date birth but during the verification the photo becomes blurry,netral,negatif
3,sayang bgt chatnya skrg luas neg minggu upgrade,netral,positif
4,bawa fitur chat,positif,negatif
1,kasih bintang masuk map blox fruits,negatif,positif
3,mic hilang vertivikasi bisa neg voice chat nya,netral,negatif
5,nggk komen apa dawg umur deteksi ndak buka koment,positif,negatif
5,tolong baik fitur chat ngobrol teman,positif,negatif
5,game kontol,positif,negatif
1,game pedofil nya,negatif,positif
5,game brainrot sungguh,positif,negatif
4,pas suruh main buka bisa neg buka nyelesain gamenya,positif,negatif
3,seru sih seru kalo chat nya batas umur mah seru balikin fitur chat nya batas umur mending kalo ngomong kasar tinggal banned aja akun pokok kayak gitu,netral,positif
3,fitur chat nya batas umur seru,netral,negatif
3,geme tai,netral,negatif
3,game bagus minus nya main game bug resah,netral,positif
1,bagus sih gamenya udah bisa neg chatan temen temen online deket sih roblox pikir kalo buka chat verif muka seru chatan temen roblox seru jelek,negatif,positif
1,enak main neg,negatif,positif
3,update kali chat tolong kembali akses chatnya kamera handphone rusak bisa neg milik akses tolong kembali roblox,netral,negatif
1,aupdet nya udah sih suka,negatif,positif
5,kembali chat,positif,negatif
2,batas usia kalo main enak,negatif,positif
1,game nya seru orang pakai cheat script layer ganggu,negatif,positif
4,update,positif,negatif
4,game nya bikin nglag wifi orang main chat batas kasih bintang,positif,negatif
3,bagus sih kek verifikasi nya udah coba verifikasi gabisa ortu akun kek tolong,netral,positif
3,balikin fitur chat biarr gaa sepi pass fiturr roblox sepi bisa neg kenal tuaa lebihh kecill pls balikinn,netral,negatif
1,rame,negatif,positif
2,roblox bagus bagus cuman chat nya ama face klasik ada neg teru ngelag ngelag mohon baru ya,negatif,positif
3,wow roblox rating atas usah neg woi fitur chat nyaa suka ajar bahasa inggris game,netral,positif
1,gamenya bagus login salah sambung trus terus,negatif,positif
3,         ,netral,positif
5,balikin chatnya,positif,negatif
2,bagus sih game nya please update nya kasih bagus kyk bisa neg chat orang seru neg,negatif,positif
3,temenan balikin vitur caht,netral,positif
3,gasukaa bgt roblox sih dibatasin umur udah gitu verif nya gabisa direset tolong bgt gausah verif gasuka jujur,netral,negatif
1,updatenya bagus neg ada neg chat,negatif,positif
5,wifinya englek gimanasi roblox,positif,negatif
3,game nya seru fitur chat nya hapus seru,netral,positif
3,roblox jelas neg lakuin dagang diroblox kena ingat dagang aneh your account has been moderated for buying selling trading robux virtual roblox items outside the roblox website please bukti valid lakuin dagang diroblox klo rating game nya turun sebarin bukti,netral,negatif
4,bisa neg chat,positif,negatif
5,kaya kontol anj ngotak neg,positif,negatif
1,can add chat feature please,negatif,positif
1,icantchat,negatif,positif
3,bring chat roblox,netral,negatif
3,bring back chat now,netral,negatif
5,fix the new bug now bruhhhh,positif,negatif
3,engga kalo main roblox jangn ngelaig,netral,positif
3,gem bagus dunia ,netral,positif
1,game seru neg hapus hilang akun nya akun,negatif,positif
5,update roblox buruk gara gara ngechat cek foto wajah usia gamenya kaya ngechat bareng teman,positif,negatif
5,kadang susah masuk selver,positif,negatif
3,the rating only because roblox can chat please roblox return our chat feature,netral,positif
5,roblox seru kembali chat,positif,negatif
1,sih seru sama neg chat ada neg,negatif,positif
3,semenjak update verifikasi umur susah interaksi player chat orang pake ktp ortu tolong kembaliin chat nya,netral,negatif
1,wish could give this one star review,negatif,positif
5,tolong buka chat nya woi,positif,negatif
1,roblox ruined everything,negatif,positif
1,game nya hpp,negatif,positif
1,tarik,negatif,positif
5,game nya bagus sih ituloh update nya nambah jelek aja udah gabisa chat update nya update nya chat nya publik gausah verifikasi muka orang gasuka update chat nya karna ribet nunjukin muka tolong min baik yah bug nya baik,positif,negatif
3,fitur chat kembali karna fitur chat teman susah komunikasi harap ulas kembali fitur chat roblox,netral,negatif
1,suka bgt ama game suka lag loding log akun lgi udh bsa neg aneh dsar,negatif,positif
2,lumayan seru iklan nya klo map sih pls roblox hilangin batas chat nya chat pakek muka pokok bikin neg chat hilangg bosen nya pendiem stop pls,negatif,positif
1,akun passkey jaga roblox,negatif,positif
3,log akun erorr,netral,negatif
3,gamenya asik bgtt tarik bisa neg chat suka neg pas masuk map suruh error tolong baik yaa,netral,positif
3,stop dongo update aneh face hilang gerak neg hapus dongo banget david basuki biji kuda di neg bolehin dongo banget,netral,negatif
3,ada neg caht,netral,negatif
5,kembali chat,positif,negatif
5,min tolong voice batas udh vrikasi umur mana ituu chet mana ban aman nya coba,positif,negatif
1,maaf bintang game nya seru bisa neg chat chat roblox,negatif,positif
1,kevin gajadi main roblox kasih bintang,negatif,positif
3,seru neg karna game umur kirim pesan,netral,negatif
3,update visa neg pencet,netral,negatif
1,seruu,negatif,positif
4,akun verifikasi,positif,negatif
4,roblox terlalu neg asik semenjak update batas umur jdi sulit sosial orang bisa neg chat teman vervikasi wajah umur nya teman dri negara bisa neg ngomong ama krn tpi update samping chat susun chat party bagus aja tpi klo kembali roblox kaya pls,positif,negatif
3,gem nya bagus sih keren akun susah sambung roblox,netral,positif
5,want the roblox chat restored can number the playstore,positif,negatif
1,populer karang pemuda,negatif,positif
4,mohon henti verifikasi wajah semua neg anak mesumm,positif,negatif
1,game nya bagus anak anak stelah verifikasi akun google blokir,negatif,positif
2,game bagus burig deh mending main mobile legends chat kasih bintang ,negatif,positif
3,roblox udah bagus neg verifikasi wajah kalo beli pake robux robuxnya duit kasi gapunya duit blgnya mohon baik developer roblox,netral,negatif
3,game nya bisa neg chat kalo udah chat kasih bintang ,netral,negatif
4,update sih update tpi ngk chat,positif,negatif
3,update kemarin update sinyal bagus main bagus seru,netral,positif
3,gamenya bagus bugs fly mati nilai gin,netral,positif
4,game nya ngebosenin neg kali main masuk game nya,positif,negatif
3,internet bagus bilang ada neg gara gara brainrot ilang,netral,negatif
2,lumayan main kunci,negatif,positif
4,aksesoris bayar hilang di neg kembali tolong kembali,positif,negatif
1,ampun dah uodate udh ngomong fans fiz freaking game roblox,negatif,positif
3,game nya bagus tipu map ugc,netral,positif
3,mohon baik bug nya nge bug map,netral,positif
4,komunikasi chat nya tutup susah komunikasi,positif,negatif
1,suka karna udh seru chat bug,negatif,positif
5,map bug semua neg orang tau seru aja kalo tau neg bug nya edit roblox baik kemarin yah buruk banget plis asal neg ban orang edit kek roblox players nya deh asa aja roblox rendering nya beneran kurang drastis grafik aja liat neg loh lokasi map,positif,negatif
4,update mlu njir,positif,negatif
3,game bagus tolong banget chat dibalikin temen hilang satu gara gara chat hilang nyesel main tolong banget balikin chat nya,netral,positif
2,lumayan update,negatif,positif
5,game seru pas main sinyal bagus gabisa masuk sinyal jelek bagus sinyal gabisa chat,positif,negatif
1,akun langsung ban kalo main game,negatif,positif
1,gamenya seru fitur chat hapus,negatif,positif
3,game nya bagus teman map nya seru pas coba brookhaven pura pura bacon cewe ketawain moga orang jahat kayak gitu ben,netral,positif
3,roblox updet,netral,positif
5,please restore roblox chat feature,positif,negatif
3,game nya bagus loh tuh kadang suka nge bug eror gitu kadang pas map tuju kyk salah jaring bisa neg akses internet bagus mohon baik yak author,netral,positif
1,game nya bagus cuman sulit komunikasi semenjak fitur fitur jujur suka,negatif,positif
5,nyaman neg banget bisa neg chat tolong update chat verivikasi,positif,negatif
3,nyedot kuota banget main gamenya,netral,negatif
3,gem nya bagus tolong baik chat nya ngobrol lgi,netral,positif
5,game nya udh bagus mes nya gabisa chatan lgi sahabat udh lanjur verif dgn usia beda kdg suka kesal bug nya roblox item beli pake robux kadang hilang robux tdk kembali item nya hilang koleksi item tolong item baju hapus milik buat tolong kembali robux beli item,positif,negatif
1,game seru dunia sih walapun kasih bintang ngelag game seru banget sih kursng chat mainnin mabar seru baget dah lumayan dimainnin inia raja game sih keren banget mai tuh bug dikit kadang keneksi putus kocak betdah main nexbot jumpscarecok,negatif,positif
1,game,negatif,positif
4,game goblog gembel,positif,negatif
3,terkadang kalo login daftar ilang tuh akun gimana atas lahir,netral,negatif
5,roblox bisa neg chat roblox chat please dengar,positif,negatif
5,roblox shutdown neg maafin,positif,negatif
2,game nya bagus sih update nya trus terus jaring bagus diskonet roblok error,negatif,positif
3,gabisa chat,netral,negatif
2,lumayan suka hapus verivikasi umur bisa neg chat teman,negatif,positif
1,gem bagus seru eror bisa neg bintang,negatif,positif
1,game seru ngeleg banget haduh,negatif,positif
2,bagus sih bagus jujur kcewa karna chat nya kunci verifikasi ktp semenjak fitur rblx batas malas main lagi neg top,negatif,positif
4,aplikasi nya kalo chat verifikasi umur roblox chat kecewa chat verifikasi umur lag aplikasi ,positif,negatif
2,sungguh senang main roblox sayang nya tidk chat kembali chat sih neg tau kalo nya cuman susah,negatif,positif
5,kalo main roblok suka ngelag sma cepet panas simpan penuh neg trus roblok masuk beranda gabisa pencet coba dri apk nya ttp gabisa tolong gimana,positif,negatif
3,bagus sih bagus jaring wifi ngak papa pas main henti bisa neg digerakin habis geme nya terus gitu aja ngak lancar ngak chat plissss topeng dibenerin ,netral,positif
3,gamenya bagus cuman banyak update plus chat,netral,positif
3,sih kasih bintang karna bisa neg ngechat bintang aja,netral,positif
3,lumayan sih gamebagus suka neg branrot,netral,positif
3,updeate engak suka chat fungsi neg,netral,positif
2,roblox bagus neg chat nya tutup pakai foto suka muncul beli robux nyaman neg main kasih bintang,negatif,positif
1,game seru lag disconnect jarngan bagus tambah update ngaco bgt seru ngabisin paket lagi,negatif,positif
1,sedih main akun zhae zara maling blok sedih nya ada neg roblox sensitif dikit blok gitu,negatif,positif
1,pokok,negatif,positif
5,ada neg alas emang bagus game nya,positif,negatif
3,alam virtual terkadang cheater ngeselin pas game muga aja roblox iya kasih like capek nulis nih,netral,negatif
2,hmmm pake akun ayah pas coba game seru tolong delover kalo orang roblox tolong robux nya biar hias karakter sententunya game seru suka bug suka suka hmmm kasih bintang kalo udah update kasih bintang baik bug bug nya suka baik neg hehe game seru tolong tingkat yaa,negatif,positif
5,haduhh game butuh password email telepon macam kah neg privasi game loh ngeluarin data privasi kasih disconnect tau kuota haduhh,positif,negatif
3,kalo ngeupgrade nya,netral,positif
5,memori penuh bisa neg menginstal nya,positif,negatif
5,chat nya blok,positif,negatif
4,klo chat plis jgn suruh ngasih wajah wajah privasi jaga klo david nyebarin muka gimana plis suruh tpi yang neg privasi segitu ajj,positif,negatif
3,gabisa login laptop gmn sih,netral,negatif
2,iklan nya seru neg,negatif,positif
5,permisi kecewa roblox udah gitu chat bisa neg verifikasi izin orang tua baju roblox hilang robux di neg kembali robux kembali di neg kembali rugi hasil uang pakai beli baju kasih bintang roblox baca mohon,positif,negatif
2,seru ngelag,negatif,positif
5,knp brookhaven update neg iri liat pake body kek gituuu,positif,negatif
3,kebal neg akun ceket,netral,negatif
1,seru kalo main roblok chat,negatif,positif
2,asli gaa suka rblx rblx bisa neg chat demo rblx chat moga manfaat yaa,negatif,positif
4,plis kembali chat roblox udh verifikasi chat roblox rusak,positif,negatif
3,fitur chat nya kembali donk kasihan temen temen bisa neg chat,netral,negatif
5,bisa neg buka,positif,negatif
4,hapus fitur batas usia,positif,negatif
1,tolong atas detect akun hapus mod nya vpn detect tolong baik main akun roblox sekian terimakasih,negatif,positif
5,balikin vitur chat nya,positif,negatif
5,akun ban gara gara orang nge report iri liat pet ban bener gblok tolol cheat neg game gblok,positif,negatif
1,game nya bagus,negatif,positif
5,tolong kembali chat kmi,positif,negatif
2,karna suka patah patah iconnet jaring bagus,negatif,positif
2,seru sih seru sih verifikasi umur chat umur privasi tolong hilang update bebas chat,negatif,positif
3,roblox engga seru updatenya aneh aneh chat kunci kalo age grup moderasinya jelek ngomong pake bahasa lokal sensor game pay win,netral,negatif
3,bagus yah bagus sih suka ngelek kalu ganti ava,netral,positif
3,cet teman karna halang usia,netral,negatif
5,tau ngomong,positif,negatif
3,kecewa roblox bnyk atur bisa neg chat dll,netral,negatif
3,opsi lupa sandi indonesia ada neg,netral,positif
5,turun gin rating nya kendalaa,positif,negatif
3,iya sih game bagus tolong game tuh kadang ngelag masuk ama ngeheng pdhl nya knp kadang sering kagak masuk game pdhl sinyal bagus tolong baik ama batas chat game main tim kaya dandy world sepi karna game kek gitu butuh chat bikin tim bikin males main game least moga game chatting kaya moga aja liat ama dev ny,netral,negatif
3,game bagus cocok bnget santai tolong moga roblok ringan segi pemporma nya nya dukung nikmat game nya lancar,netral,positif
1,gaada game seru,negatif,positif
1,wooiii robloxxx gwejjjh pake wifi dcc,negatif,positif
3,tolong ram pelissssss,netral,positif
2,roblox seru muncul orang orang dewasa game roblox game fomo,negatif,positif
4,bisa neg chat,positif,negatif
1,game bejat,negatif,positif
3,roblox seru bisa neg chat temen gara atur umur ,netral,negatif
5,tolong balikin chat roblox chat aja kaya platform kosong berantas orang mesum cari akun malah neg atur tambah rugiin player aja verifikasi nya make ktp maksud kasi bocil verifikasi umur gabisa gara gara ktp,positif,negatif
4,bug neg,positif,negatif
2,gem nya bagus roblox nya padet eror roblox bisa neg chat ama teman,negatif,positif
3,udah bisa neg chat ribet ferikasi umur,netral,negatif
3,game seru map kurang ngak chat smp atas kayak alas nya kalo udah harap bugnya ngak kadang ngeleg jaring bagus game super aman moga gamenya suka,netral,positif
3,asik sih pliss balikin fitur chat roblox hilang bisa neg chat temen woi tolong balikin fitur chatnya sedih ada neg fitur chat roblox,netral,negatif
5,tolong roblox roblox mengmbalikan akun roblox retas akun roblox username ayung akun retas roblox mengembalikanyw mohon,positif,negatif
4,apa verifikasi umur,positif,negatif
1,maaf roblox developer toleong balik chat mohon kembali verivikasinya cuman khusus akun aktif maaf neg nego dikit kalo beberapa neg ayo nego neg nya,negatif,positif
1,kuyasi,negatif,positif
5,udah main wall hop wall flik tamatin tower wall hop susah enak suka neg rena orang mandang ava gitu sekian,positif,negatif
3,bug nya,netral,negatif
2,roblox seru karna komunikasi karna batas usia tampil wajah,negatif,positif
5,kembali chat,positif,negatif
4,roblox tolong kembali chat udah kenal main bisa neg ngechat ,positif,negatif
3,habis diupdate gajelas wifi data lancar tpi load data,netral,negatif
2,seru banget sih karna ngechat teman beda usia udah batas chatnya scan ktp wajah item item bagus hapus nya update ngechat beda usia pake fitur kirim kirim sih bagus semua neg teman negara pulau kalo pake dih ribet mending gausah update aja dah,negatif,positif
3,chat batas bug susah bug kamera,netral,negatif
5,talon akun bagi neg secret komet nessie dah coba loh naik neg index komet kemaren dapat neg index nessie dapat neg main pakek quota wifi neg tau kalo pakek quota habis quota komet kemaren dapat neg nessie sulit nessie brokent nessie love aja kamu neg kasih top rod akun kalo akun dapat neg secret usn cingkariak jef,positif,negatif
2,aja ada neg seru seru,negatif,positif
3,udah ada neg gitu chat bosan cuk,netral,negatif
4,why david bazuki chat has rework,positif,negatif
4,kembali chat,positif,negatif
3,tinggal dikit langsung upgrade,netral,negatif
1,kakak nya muhammad bintang roblox negeri indonesia orang obsesi game orang main oke negeri inggris main bisa neg jaga game main neg awas alhamdulillah dikit main polisi polwan blokir oke,negatif,positif
4,minus chat,positif,negatif
3,bagus game nya hapus chatan nya bisa neg komunikasi teman online kku,netral,positif
4,why can use chat send messages connections,positif,negatif
1,gamen seru bagus jaman ribet sekarng gamenya ksih,negatif,positif
5,admin fish kikir,positif,negatif
2,suka roblox,negatif,positif
3,perbaikin sensor khusus server indo gila aja bahasa jelas gada unsur kasar kena detek chat pantas neg bahasa indonesia anggap sensitif pedahal kagak anehhh,netral,negatif
3,alami leceh seksual roblox harap aman tingkat,netral,negatif
3,kadang pas selesai update roblox gabisa buka ditungguin temen mabar dawg,netral,negatif
3,maaf kalo kasih bintang sebernanya sih bagus gamenya disnconet main langsung disnconet wifinya lancar banget,netral,positif
5,bring back chat feature,positif,negatif
1,game ngestakkk,negatif,positif
1,b r i n g c h a t b a c k,negatif,positif
5,bisa neg chat,positif,negatif
5,batas umur bisa neg ngobrol,positif,negatif
3,asa seru roblox dah cet ajaa farifikasi umur pake pasword nomor ktp anjir mentang geme rame atur mau nya apa cet bisa neg vois cet bisa neg kalo umur tolong dah balikin roblox,netral,negatif
2,roblox seru krn chat lagi,negatif,positif
1,pilih gamenya chatnya dibatasin,negatif,positif
4,bring back chat dari neg teman udah tahun diable chat biar manusia kerja ai neg,positif,negatif
3,upgrade mulu,netral,negatif
3,game bagus game apdate berat,netral,positif
1,suka banget udah soal neg batas usia bisa neg chat,negatif,positif
2,roblox seru neg nge chat verif turut turun semangat main roblox main bisa neg sosial kembalikanrobloxyangdulu,negatif,positif
4,happy bisa neg chat tolong balikin fitur chat,positif,negatif
5, balikkin chat,positif,negatif
4,selalu neg updated terkadang memori cukup neg don update roblox too often because many people still have small memory,positif,negatif
4,gemnya seru neg bisa neg chet,positif,negatif
3,gara gara chat restrictions jdi ngomong temen nih bisnis roblox bangkrut kali aviation,netral,negatif
4,tolong age verification hilang pls,positif,negatif
5,seru sih seru akun acorn night the forest day udh kena block roblox akun dah gitu main hack akun akuu hacker nya kerja aja dah kata admin heh ban aja napa hacker nya updatenya seru kalo chat ngapain sih hapus muka classic muka main woe dasar admin aneh,positif,negatif
3,game nya seru tpi semenjak upgrade jdi seru,netral,positif
3,aneh banget main map kamera nya gerak digerakin yaa,netral,negatif
3,bagus fitur chat nya udh gabisa sih,netral,positif
1,bagus gausah pake robux kasi ava bacon ken rasain ava bagus gratis map gausah bayar bagus keren bayar biar adil moga gitu,negatif,positif
2,mantap,negatif,positif
5,sidah main game baik gamennya sanagt seru banyak updatenya bisa neg chat chat cuman bisa neg komunikasi orang anak anak item item bisa neg pakai beli pakai duit rugi,positif,negatif
3,gamenya sudh bagus fitur say dapat neg komunikasi teman chat komunikasi orang tolong roblox kembali chat,netral,positif
1,gamenya seru sih bisa neg chat,negatif,positif
3,gasuka batas usia jdi gabisa main puasa,netral,negatif
1,emeng ras geme masak topi harga nya robux emeng ras coba kembali fitur chat roblox biar senang geme bikin orang marah bahagia neg,negatif,positif
3,game nya asik kasih rating karna orang nya toxic bisa neg chat perilaku senonoh neg,netral,positif
1,game nya seru butuh fitur chat sulit komunikasi,negatif,positif
3,lumayan bug nya udah bisa neg nge chat,netral,positif
3,seru bngd tpi anda ava item gratis seruu,netral,positif
2,senang update baru fitur ketat mic disconnect orang orang dengar lagu,negatif,positif
5,roblox fitur chat,positif,negatif
3,main,netral,positif
5,update nya bener verifikasi usia chat karna main naval warfare banyak kalo menang ngejek bikin sakit hati,positif,negatif
3,jijik bisa neg chat,netral,negatif
5,refreshing,positif,negatif
2,game nya nyeleg banget nya gede banget,negatif,positif
1,bagus cuman main nya begooo,negatif,positif
5,bisa neg ngomong,positif,negatif
3,game nya seru bisa neg chat chat,netral,positif
3,game bagus tolong kembali mode chat gampang komunikasi semua neg anak mick,netral,positif
3,lumayan bagus gemenya lagi neg geme anak anak seru,netral,positif
3,yaha bintang roblox turun,netral,positif
3,kembali chat chat roblox,netral,negatif
3,seru bisa neg chat crash,netral,positif
3,seru sih bisa neg chat karna batan usia ngebosenin,netral,positif
3,seru ngeleg pas main udah dibenerin nyesel bgt deh pdahal liat banget seru,netral,positif
5,udah main profil main akun banyak nama nya ngawur karna tau neg gimana upgrade tolong chat nya plis,positif,negatif
5,roblox bisa neg chat ,positif,negatif
4,ksi fitur cht skrng,positif,negatif
3,gasuka banget update roblox gabisa chat trus jga ganti wajah klasik jdi kaya ngedip gapapalah worth kasi bintang,netral,negatif
3,lumayan bagus bug menganggu main tolong kembali chat komunikasi mudah komunikasi,netral,positif
5,bisa neg tup dana dikit tolong baik,positif,negatif
4,udah bisa neg cet,positif,negatif
3,sebenernya udah bagus cuman chat nya verivikasi ribet foto ktp kalo ada neg ktp gimana ribet gara gara update chat map sepi ada neg nge chat dibrookhaven pake papan biar ngobrol,netral,negatif
3,what with the new updates bruh,netral,negatif
1,game kocak,negatif,positif
3,karna batas usia chat chatan roblox,netral,negatif
3,woi gaada fitur iklan tau,netral,negatif
2,bagus bug avanya nge blur roblox tolong baik bug terimakasih,negatif,positif
5,ahh silit damn balikin chat,positif,negatif
3,game nya bagus fitur fitur baru sang sebal akun says terbanned tampa alas,netral,positif
3,game fav,netral,positif
1,tolong kembali map bisik gunung temen pingin main,negatif,positif
3,roblox beda kaya neg seru item bagus hapus bisa neg chat temen verifikasi udah verifikasi bisa neg chat orang seru neg roblox mohon game roblox hapus verifikasi nya biar chat temen please,netral,negatif
5,gem jelek cuih,positif,negatif
5,bisa neg chat susah ngobrol temen balikin chat neg nya kasi bintang deh,positif,negatif
1,enak iso chat,negatif,positif
1,game nya bagus boros kuota boros batre,negatif,positif
3,please kembali chat robloxx,netral,negatif
1,roblox baik bisa neg main nih,negatif,positif
5,gua udah open mic beda usia huhu,positif,negatif
5,kembali fitur chat,positif,negatif
5,gabisaa ngirim pesan,positif,negatif
3,brokheven blum apdet,netral,positif
4,dri main roblox ubah bagus cumn update nya pikir lgi udah verif umur umur asli bilang umur atas nya,positif,negatif
3,update mulu woi jelek,netral,negatif
3,sukaaa bangettt samaaa roblox ini mantep bgt update nya ngotak neg,netral,positif
3,gamenya bagus sih plsss admin kasi gua fitur brokheaven updatenya plsssss banget kasih rating,netral,positif
4,chat,positif,negatif
3,suka roblox inih ngk ikln ,netral,positif
3,bug melulu sinyal nya bagus liat apk lancar lancar aja pas main roblox ngelag nya ampun,netral,negatif
5,bisa neg abden roblox nya,positif,negatif
3,seruh,netral,positif
1,fitur umur bagus mohon developer fitur chat buka lagi,negatif,positif
5,balikin chat kami,positif,negatif
3,batas usia,netral,negatif
5,plis update vitur caht hapus kembali bisa neg ngobrol temne akuuuuu plisss,positif,negatif
5,berat banget jir game,positif,negatif
3,game nya bagus suka ngelag bisa neg chatan,netral,positif
4,chat roblox balikin plisss,positif,negatif
3,didn get the latest features brookhaven but saw download update not there how get the update,netral,negatif
3,bug kadang kamera geser kek kunci gitu playernya ngemis ngemis pas di neg kasih paksa pas kasi ngelunjak bacon semua neg,netral,negatif
3,mah kalo sus kasar hapus aja gausah pake izin orang tua,netral,negatif
3,bagus,netral,positif
5,udh fitur chatnya,positif,negatif
3,bisa neg chat seru neg,netral,negatif
3,banget upgrade main ganggu nunggu upgrade nya sai,netral,positif
4,dulunya kasih bintang karna udah update bisa neg komunikasi moon maap chat nya tolong di neg update kaya ya,positif,negatif
5,map nya bisa neg chat kek plis roblox kembali roblox,positif,negatif
3,bagus sih main roblox thn aman aja pas banyakkkkk bgt nge stage nya semenjak upgrade trs nge stage bug nya yaudah aja sih sya ganggu bgt sih main tenang moga baru bagus minus nya terimakasih ,netral,positif
3,gasuka fitur verifikasi takut data curi roblox hancur kurang drastis main brookhaven tower tower bang doncelg harap update hancur neg roblox,netral,negatif
2,bagus sih pake izin ortu kalo komen gitu face hapus,negatif,positif
3,adik usia bisa neg cheat,netral,negatif
5,aneh gua udah maen game nya suruh ngulang,positif,negatif
3,rip chat kembali chat,netral,negatif
3,bagus bisa neg komunikasi pakai izin orang tua,netral,positif
5,bisa neg update roblox,positif,negatif
3,gin suka main kereta roblox bisa neg chat mic rating makasih,netral,positif
4,complaint roblox that can communicate with friends who are different ages please fix can chat and play with friends who are different ages from,positif,negatif
3,benerin game roblox ditambahin age verification classic face ganti face jelek,netral,negatif
3,chat nya balikin dong,netral,negatif
3,roblox kikir,netral,negatif
4,please dehh seru neg gabisa chat ngomong gabisa suruh ikutin loncat loncat biar ngikutin pakai mic mulu kasih bintang gin aja bagus,positif,negatif
3,gemenya bagus salah geme coba dihp satu salah lag lompat tower jatuh lag defolofer tolong kurang lagnya makasih segitu aja keluh kasih bintang,netral,positif
5,photo neg chat data curi di neg coba,positif,negatif
3,bagus tpi krn chat bestie,netral,positif
3,seru item nya bayar,netral,positif
3,bisa neg chat bisa neg ngobrol mabar temen,netral,negatif
5,balikin chatrobloxnya,positif,negatif
3,main nya seru banget,netral,positif
4,game roblox ngelag ngelag bintang,positif,negatif
3,game nya lag banget karna fitur bisa neg komunikasi teman,netral,negatif
1,suka neg roblox bisa neg komunikasi mohon roblox buka komunikasi sekian terima kasih,negatif,positif
5,bisa neg chat sakit hati bisa neg chat  tolong robox fitur chat kembali,positif,negatif
3,roblox bisa neg chat,netral,negatif
5,even though there are many bugs give five stars the bugs are normal like wall hop then suddenly jumps itself and often walks itself open the chat can opened closed please help,positif,negatif
2,game nya seru fitur chat nya hilang bisa neg komunikasi,negatif,positif
1,update age seru,negatif,positif
2,apdet nya seru brookhaven nya ditingkatin trimakasih neg wasalam,negatif,positif
3,mksiihhh roblox cmn bugny diperbaikiiii yaaaa bnyk neg update weeeee,netral,positif
1,pensi main neg roblox,negatif,positif
5,pls balika fitur chat anak banting karna fotir chat hilang pls kembali,positif,negatif
3,semenjak fitur chat kalang umur roblox borring map nya banyak copy tolong baik,netral,negatif
4,bener udah enak kayak bug bugnya tuh tembus disconnect tolong roblox benerin game nya,positif,negatif
4,game nya jelek,positif,negatif
4,batu game nya,positif,negatif
2,gem nya bagus kalo main map bike drag suka crash suka tolong kembali chat,negatif,positif
3,game seruu senang semangat game coba tualang teman teman,netral,positif
4,buka roblox layar hitam langsung neg muncul,positif,negatif
4,bingung ama nih game asa umur ubah roblox burik bgt dah,positif,negatif
3,bagus kesal karna bisa neg chat,netral,positif
3,balikin fitur chat woi verifikasi akun ilang tuh gara gara verifikasi langkah,netral,negatif
3,gemenya seru banget ngelek vois chatnya hapus ngechat temen beda umur tolong apdet aneh neg aneh roblox seru,netral,positif
3,aman akun hilang bug kode palsu habis hilang akun tolong baik aman bug bug sebar game,netral,negatif
3,banget update nya kalo di neg update bisa neg pake,netral,negatif
1,bagus banget btw robux gratis canda,negatif,positif
2,game seru sayang ngechat gitu hehehehe,negatif,positif
1,banget upgrade soalny,negatif,positif
3,payah bisa neg chat,netral,negatif
1,roblox you are very good but now you drop return chat,negatif,positif
3,game nya bagus kembali chat,netral,positif
4,asli bagus bisa neg chat,positif,negatif
3,halo bikin deteksi akun lokasi akun esskibiditoilet lokasi vietnam gara gara login roblox,netral,negatif
4,roblox dikit update,positif,negatif
5,loading sanpe bisa neg main wifi lancar,positif,negatif
3,update mulu jirr males gua disconnect boros kouta gua harap game depan bagus,netral,negatif
1,tar bagus roblox map plis pas main roblox masuk map kode wifi aman pas main kode dai map nya males main,negatif,positif
3,game nya seru nge chat kalo ngechat bagus kali game sempurna,netral,positif
5,bring back chat roblox,positif,negatif
3,roblox sih main tower layar seperti neg brokhepen layar nya kayak gitu enak gimana main nya jelas neg banget,netral,negatif
3,gbisa chat,netral,negatif
3,udah main game kecewa beli ava set hilang,netral,negatif
3,suka bug ngabisin kuota cocok guna wifi seru game,netral,positif
4,disconnect jir,positif,negatif
3,lumayan seru pliss fitur chat nya biar seru kaya,netral,positif
5,main ada neg chat chatnya bisa neg nulis gitu chat,positif,negatif
3,update mulu bug kecwa,netral,negatif
3,freak orang ngecheat pernah neg kena band gilir orang ngirim pesan aja kena langgar bilang kirim sampe akun gabisa akses kalo ngomong gitu lawak,netral,negatif
5,pls devoloper bisa neg main game hape rusak bisa neg main roblox udah download mas bisa neg pls devoloper ,positif,negatif
1,sorry nih tolong buka chat nya robloxxxxxxx kalo kasih bintang,negatif,positif
3,this game good main update nya chat batas harga item bug,netral,positif
1,heihhh,negatif,positif
4,kasih gin karna roblox kaya sekolah bisa neg chat seru neg,positif,negatif
3,konsep update nya gmna msa verifikasi umur chat tolong developer nya balikin fitur chat verifikasi umur,netral,negatif
2,game seru chat chat hapus aman tau neg,negatif,positif
3,roblox udh seru neg update baru bikin roblox seru fitur chat main teman virtual player,netral,positif
